產業別,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
1140,2043,37004.24,12.22,49986.9,20.29,0,0,T
1140,2044,28113.93,9.28,43537.73,17.67,0,0,T
1140,2045,19223.62,6.35,37088.56,15.06,0,0,T
1140,2046,10333.32,3.41,30639.39,12.44,0,0,T
1140,2047,1443.01,0.48,24190.22,9.82,0,0,T
1140,2048,0,0,17741.05,7.2,0,0,T
1140,2049,0,0,11291.88,4.58,0,0,T
1140,2050,0,0,4842.71,1.97,0,0,T
1511,2020,46858.27,88.35,26633.35,83.89,20224.92,95.01,
1511,2019,53034.24,100,31746.62,100,21287.62,100,
1511,2018,74956.83,141.34,51993.73,163.78,22963.1,107.87,
1511,2017,64433.37,121.49,41378.29,130.34,23055.08,108.3,
1511,2016,58904.11,111.07,37338.48,117.61,21565.63,101.31,
1511,2015,55675.66,104.98,36038.05,113.52,19637.61,92.25,
1511,2014,56142.56,105.86,36378.82,114.59,19763.74,92.84,
1511,2021,40999.9,77.31,21718.37,68.41,19281.53,90.58,T
1511,2022,35141.54,66.26,16803.39,52.93,18338.15,86.14,T
1511,2023,29283.17,55.22,11888.41,37.45,17394.76,81.71,T
1511,2024,23424.8,44.17,6973.43,21.97,16451.37,77.28,T
1511,2025,17566.44,33.12,2058.45,6.48,15507.99,72.85,T
1511,2026,11708.07,22.08,0,0,14564.6,68.42,T
1511,2027,5849.7,11.03,0,0,13621.21,63.99,T
1511,2028,0,0,0,0,12677.83,59.55,T
1511,2029,0,0,0,0,11734.44,55.12,T
1511,2030,0,0,0,0,10791.05,50.69,T
1511,2031,0,0,0,0,9847.67,46.26,T
1511,2032,0,0,0,0,8904.28,41.83,T
1511,2033,0,0,0,0,7960.89,37.4,T
1511,2034,0,0,0,0,7017.51,32.97,T
1511,2035,0,0,0,0,6074.12,28.53,T
1511,2036,0,0,0,0,5130.73,24.1,T
1511,2037,0,0,0,0,4187.35,19.67,T
1511,2038,0,0,0,0,3243.96,15.24,T
1511,2039,0,0,0,0,2300.57,10.81,T
1511,2040,0,0,0,0,1357.19,6.38,T
1511,2041,0,0,0,0,413.8,1.94,T
1511,2042,0,0,0,0,0,0,T
1511,2043,0,0,0,0,0,0,T
1511,2044,0,0,0,0,0,0,T
1511,2045,0,0,0,0,0,0,T
1511,2046,0,0,0,0,0,0,T
1511,2047,0,0,0,0,0,0,T
1511,2048,0,0,0,0,0,0,T
1511,2049,0,0,0,0,0,0,T
1511,2050,0,0,0,0,0,0,T
1512,2020,62689.47,102.95,34806.18,105.03,27883.29,100.47,
1512,2019,60892.9,100,33139.37,100,27753.53,100,
1512,2018,67220.79,110.39,35354.64,106.68,31866.15,114.82,
1512,2017,68451.77,112.41,35529.54,107.21,32922.23,118.62,
1512,2016,63861.31,104.87,34758.27,104.89,29103.04,104.86,
1512,2015,65437.67,107.46,35534.92,107.23,29902.75,107.74,
1512,2014,65192.85,107.06,35712.17,107.76,29480.68,106.22,
1512,2021,60768.7,99.8,34565.06,104.3,26203.64,94.42,T
1512,2022,58847.94,96.64,34323.94,103.57,24524,88.36,T
1512,2023,56927.17,93.49,34082.82,102.85,22844.35,82.31,T
1512,2024,55006.4,90.33,33841.7,102.12,21164.7,76.26,T
1512,2025,53085.64,87.18,33600.58,101.39,19485.06,70.21,T
1512,2026,51164.87,84.02,33359.46,100.66,17805.41,64.16,T
1512,2027,49244.1,80.87,33118.34,99.94,16125.76,58.1,T
1512,2028,47323.34,77.72,32877.22,99.21,14446.12,52.05,T
1512,2029,45402.57,74.56,32636.1,98.48,12766.47,46,T
1512,2030,43481.8,71.41,32394.98,97.75,11086.82,39.95,T
1512,2031,41561.04,68.25,32153.86,97.03,9407.18,33.9,T
1512,2032,39640.27,65.1,31912.74,96.3,7727.53,27.84,T
1512,2033,37719.5,61.94,31671.62,95.57,6047.88,21.79,T
1512,2034,35798.74,58.79,31430.5,94.84,4368.24,15.74,T
1512,2035,33877.97,55.64,31189.38,94.12,2688.59,9.69,T
1512,2036,31957.2,52.48,30948.26,93.39,1008.94,3.64,T
1512,2037,30036.44,49.33,30707.14,92.66,0,0,T
1512,2038,28115.67,46.17,30466.02,91.93,0,0,T
1512,2039,26194.9,43.02,30224.9,91.21,0,0,T
1512,2040,24274.14,39.86,29983.78,90.48,0,0,T
1512,2041,22353.37,36.71,29742.66,89.75,0,0,T
1512,2042,20432.6,33.55,29501.54,89.02,0,0,T
1512,2043,18511.84,30.4,29260.42,88.3,0,0,T
1512,2044,16591.07,27.25,29019.3,87.57,0,0,T
1512,2045,14670.3,24.09,28778.18,86.84,0,0,T
1512,2046,12749.54,20.94,28537.06,86.11,0,0,T
1512,2047,10828.77,17.78,28295.94,85.38,0,0,T
1512,2048,8908,14.63,28054.82,84.66,0,0,T
1512,2049,6987.24,11.47,27813.7,83.93,0,0,T
1512,2050,5066.47,8.32,27572.58,83.2,0,0,T
1513,2020,242216.16,96.77,161347.17,95.1,80868.99,100.29,
1513,2019,250302.7,100,169663.87,100,80638.83,100,
1513,2018,222205.87,88.77,151840.92,89.5,70364.95,87.26,
1513,2017,211435.79,84.47,139610.79,82.29,71825,89.07,
1513,2016,113734.65,45.44,67199.4,39.61,46535.25,57.71,
1513,2015,195866.12,78.25,133626.95,78.76,62239.17,77.18,
1513,2014,194114.99,77.55,131041.48,77.24,63073.51,78.22,
1513,2021,252476.28,100.87,168592.63,99.37,83883.65,104.02,T
1513,2022,262736.41,104.97,175838.09,103.64,86898.32,107.76,T
1513,2023,272996.53,109.07,183083.55,107.91,89912.98,111.5,T
1513,2024,283256.65,113.17,190329.01,112.18,92927.64,115.24,T
1513,2025,293516.78,117.26,197574.47,116.45,95942.31,118.98,T
1513,2026,303776.9,121.36,204819.93,120.72,98956.97,122.72,T
1513,2027,314037.02,125.46,212065.39,124.99,101971.63,126.45,T
1513,2028,324297.15,129.56,219310.85,129.26,104986.3,130.19,T
1513,2029,334557.27,133.66,226556.31,133.53,108000.96,133.93,T
1513,2030,344817.39,137.76,233801.77,137.8,111015.62,137.67,T
1513,2031,355077.52,141.86,241047.23,142.07,114030.29,141.41,T
1513,2032,365337.64,145.96,248292.69,146.34,117044.95,145.15,T
1513,2033,375597.76,150.06,255538.15,150.61,120059.61,148.89,T
1513,2034,385857.89,154.16,262783.61,154.88,123074.28,152.62,T
1513,2035,396118.01,158.26,270029.07,159.16,126088.94,156.36,T
1513,2036,406378.13,162.35,277274.53,163.43,129103.6,160.1,T
1513,2037,416638.26,166.45,284519.99,167.7,132118.27,163.84,T
1513,2038,426898.38,170.55,291765.45,171.97,135132.93,167.58,T
1513,2039,437158.5,174.65,299010.91,176.24,138147.59,171.32,T
1513,2040,447418.63,178.75,306256.37,180.51,141162.26,175.05,T
1513,2041,457678.75,182.85,313501.83,184.78,144176.92,178.79,T
1513,2042,467938.87,186.95,320747.29,189.05,147191.58,182.53,T
1513,2043,478199,191.05,327992.75,193.32,150206.25,186.27,T
1513,2044,488459.12,195.15,335238.21,197.59,153220.91,190.01,T
1513,2045,498719.24,199.25,342483.67,201.86,156235.57,193.75,T
1513,2046,508979.37,203.35,349729.13,206.13,159250.24,197.49,T
1513,2047,519239.49,207.44,356974.59,210.4,162264.9,201.22,T
1513,2048,529499.61,211.54,364220.05,214.67,165279.56,204.96,T
1513,2049,539759.74,215.64,371465.51,218.94,168294.23,208.7,T
1513,2050,550019.86,219.74,378710.97,223.21,171308.89,212.44,T
1599,2020,745714.01,102.77,706122.93,105.11,39591.08,73.58,
1599,2019,725600.14,100,671789.89,100,53810.25,100,
1599,2018,712707.11,98.22,650716.17,96.86,61990.94,115.2,
1599,2017,541862.24,74.68,431067.72,64.17,110794.52,205.9,
1599,2016,514985.66,70.97,426324.69,63.46,88660.97,164.77,
1599,2015,527671.02,72.72,432499.23,64.38,95171.79,176.87,
1599,2014,513578.76,70.78,435887.66,64.88,77691.1,144.38,
1599,2021,813664.6,112.14,797808,118.76,15856.6,29.47,T
1599,2022,881615.19,121.5,889493.07,132.41,0,0,T
1599,2023,949565.78,130.87,981178.14,146.05,0,0,T
1599,2024,1017516.37,140.23,1072863.21,159.7,0,0,T
1599,2025,1085466.96,149.6,1164548.28,173.35,0,0,T
1599,2026,1153417.55,158.96,1256233.35,187,0,0,T
1599,2027,1221368.14,168.33,1347918.42,200.65,0,0,T
1599,2028,1289318.73,177.69,1439603.49,214.29,0,0,T
1599,2029,1357269.32,187.05,1531288.56,227.94,0,0,T
1599,2030,1425219.91,196.42,1622973.63,241.59,0,0,T
1599,2031,1493170.5,205.78,1714658.7,255.24,0,0,T
1599,2032,1561121.09,215.15,1806343.77,268.89,0,0,T
1599,2033,1629071.68,224.51,1898028.84,282.53,0,0,T
1599,2034,1697022.27,233.88,1989713.91,296.18,0,0,T
1599,2035,1764972.86,243.24,2081398.98,309.83,0,0,T
1599,2036,1832923.45,252.61,2173084.05,323.48,0,0,T
1599,2037,1900874.04,261.97,2264769.12,337.12,0,0,T
1599,2038,1968824.63,271.34,2356454.19,350.77,0,0,T
1599,2039,2036775.22,280.7,2448139.26,364.42,0,0,T
1599,2040,2104725.81,290.07,2539824.33,378.07,0,0,T
1599,2041,2172676.4,299.43,2631509.4,391.72,0,0,T
1599,2042,2240626.99,308.8,2723194.47,405.36,0,0,T
1599,2043,2308577.58,318.16,2814879.54,419.01,0,0,T
1599,2044,2376528.17,327.53,2906564.61,432.66,0,0,T
1599,2045,2444478.76,336.89,2998249.68,446.31,0,0,T
1599,2046,2512429.35,346.26,3089934.75,459.96,0,0,T
1599,2047,2580379.94,355.62,3181619.82,473.6,0,0,T
1599,2048,2648330.53,364.98,3273304.89,487.25,0,0,T
1599,2049,2716281.12,374.35,3364989.96,500.9,0,0,T
1599,2050,2784231.71,383.71,3456675.03,514.55,0,0,T
1700,2020,256730.23,118.58,245245.37,121.34,11484.86,79.75,
1700,2019,216508.36,100,202106.61,100,14401.75,100,
1700,2018,217206.57,100.32,186018.71,92.04,31187.86,216.56,
1700,2021,276492.06,127.71,274858.7,136,1633.36,11.34,T
1700,2022,296253.89,136.83,304472.03,150.65,0,0,T
1700,2023,316015.72,145.96,334085.36,165.3,0,0,T
1700,2024,335777.55,155.09,363698.69,179.95,0,0,T
1700,2025,355539.38,164.22,393312.02,194.61,0,0,T
1700,2026,375301.21,173.34,422925.35,209.26,0,0,T
1700,2027,395063.04,182.47,452538.68,223.91,0,0,T
1700,2028,414824.87,191.6,482152.01,238.56,0,0,T
1700,2029,434586.7,200.73,511765.34,253.22,0,0,T
1700,2030,454348.53,209.85,541378.67,267.87,0,0,T
1700,2031,474110.36,218.98,570992,282.52,0,0,T
1700,2032,493872.19,228.11,600605.33,297.17,0,0,T
1700,2033,513634.02,237.24,630218.66,311.82,0,0,T
1700,2034,533395.85,246.36,659831.99,326.48,0,0,T
1700,2035,553157.68,255.49,689445.32,341.13,0,0,T
1700,2036,572919.51,264.62,719058.65,355.78,0,0,T
1700,2037,592681.34,273.75,748671.98,370.43,0,0,T
1700,2038,612443.17,282.87,778285.31,385.09,0,0,T
1700,2039,632205,292,807898.64,399.74,0,0,T
1700,2040,651966.83,301.13,837511.97,414.39,0,0,T
1700,2041,671728.66,310.26,867125.3,429.04,0,0,T
1700,2042,691490.49,319.38,896738.63,443.7,0,0,T
1700,2043,711252.32,328.51,926351.96,458.35,0,0,T
1700,2044,731014.15,337.64,955965.29,473,0,0,T
1700,2045,750775.98,346.77,985578.62,487.65,0,0,T
1700,2046,770537.81,355.89,1015191.95,502.31,0,0,T
1700,2047,790299.64,365.02,1044805.28,516.96,0,0,T
1700,2048,810061.47,374.15,1074418.61,531.61,0,0,T
1700,2049,829823.3,383.28,1104031.94,546.26,0,0,T
1700,2050,849585.13,392.4,1133645.27,560.91,0,0,T
1810,2020,874856.24,101.59,656298.56,101.56,218557.68,101.68,
1810,2019,861165.55,100,646229.35,100,214936.2,100,
1810,2018,938393.39,108.97,677536.83,104.84,260856.56,121.36,
1810,2017,1009249.4,117.2,691991.88,107.08,317257.52,147.61,
1810,2016,1046453.33,121.52,744807,115.25,301646.33,140.34,
1810,2015,775586.1,90.06,628145.51,97.2,147440.59,68.6,
1810,2014,1364764.68,158.48,1032747.26,159.81,332017.42,154.47,
1810,2021,830058.52,96.39,644400.79,99.72,185657.73,86.38,T
1810,2022,785260.8,91.19,632503.01,97.88,152757.79,71.07,T
1810,2023,740463.08,85.98,620605.24,96.03,119857.84,55.76,T
1810,2024,695665.36,80.78,608707.47,94.19,86957.89,40.46,T
1810,2025,650867.64,75.58,596809.69,92.35,54057.95,25.15,T
1810,2026,606069.92,70.38,584911.92,90.51,21158,9.84,T
1810,2027,561272.2,65.18,573014.15,88.67,0,0,T
1810,2028,516474.48,59.97,561116.37,86.83,0,0,T
1810,2029,471676.76,54.77,549218.6,84.99,0,0,T
1810,2030,426879.04,49.57,537320.83,83.15,0,0,T
1810,2031,382081.32,44.37,525423.05,81.31,0,0,T
1810,2032,337283.6,39.17,513525.28,79.46,0,0,T
1810,2033,292485.88,33.96,501627.51,77.62,0,0,T
1810,2034,247688.16,28.76,489729.73,75.78,0,0,T
1810,2035,202890.44,23.56,477831.96,73.94,0,0,T
1810,2036,158092.72,18.36,465934.19,72.1,0,0,T
1810,2037,113295,13.16,454036.41,70.26,0,0,T
1810,2038,68497.28,7.95,442138.64,68.42,0,0,T
1810,2039,23699.56,2.75,430240.87,66.58,0,0,T
1810,2040,0,0,418343.09,64.74,0,0,T
1810,2041,0,0,406445.32,62.89,0,0,T
1810,2042,0,0,394547.55,61.05,0,0,T
1810,2043,0,0,382649.77,59.21,0,0,T
1810,2044,0,0,370752,57.37,0,0,T
1810,2045,0,0,358854.23,55.53,0,0,T
1810,2046,0,0,346956.45,53.69,0,0,T
1810,2047,0,0,335058.68,51.85,0,0,T
1810,2048,0,0,323160.91,50.01,0,0,T
1810,2049,0,0,311263.13,48.17,0,0,T
1810,2050,0,0,299365.36,46.32,0,0,T
1820,2020,1015757.72,89.01,669627.41,88.28,346130.31,90.45,
1820,2019,1141188.25,100,758518.85,100,382669.4,100,
1820,2018,918405.28,80.48,603047.24,79.5,315358.04,82.41,
1820,2017,1027009.98,89.99,646763.55,85.27,380246.43,99.37,
1820,2016,1070379.03,93.8,606137.32,79.91,464241.71,121.32,
1820,2015,1030491.8,90.3,664304.74,87.58,366187.06,95.69,
1820,2014,1121828.14,98.3,731812.44,96.48,390015.7,101.92,
1820,2021,1012006.97,88.68,677248.7,89.29,334758.27,87.48,T
1820,2022,1008256.21,88.35,684869.98,90.29,323386.23,84.51,T
1820,2023,1004505.46,88.02,692491.27,91.3,312014.19,81.54,T
1820,2024,1000754.71,87.69,700112.56,92.3,300642.15,78.56,T
1820,2025,997003.95,87.37,707733.84,93.3,289270.11,75.59,T
1820,2026,993253.2,87.04,715355.13,94.31,277898.07,72.62,T
1820,2027,989502.45,86.71,722976.42,95.31,266526.03,69.65,T
1820,2028,985751.69,86.38,730597.7,96.32,255153.99,66.68,T
1820,2029,982000.94,86.05,738218.99,97.32,243781.95,63.71,T
1820,2030,978250.19,85.72,745840.28,98.33,232409.91,60.73,T
1820,2031,974499.43,85.39,753461.56,99.33,221037.87,57.76,T
1820,2032,970748.68,85.06,761082.85,100.34,209665.83,54.79,T
1820,2033,966997.93,84.74,768704.14,101.34,198293.79,51.82,T
1820,2034,963247.17,84.41,776325.42,102.35,186921.75,48.85,T
1820,2035,959496.42,84.08,783946.71,103.35,175549.71,45.88,T
1820,2036,955745.67,83.75,791568,104.36,164177.67,42.9,T
1820,2037,951994.91,83.42,799189.28,105.36,152805.63,39.93,T
1820,2038,948244.16,83.09,806810.57,106.37,141433.59,36.96,T
1820,2039,944493.41,82.76,814431.86,107.37,130061.55,33.99,T
1820,2040,940742.65,82.44,822053.14,108.38,118689.51,31.02,T
1820,2041,936991.9,82.11,829674.43,109.38,107317.47,28.04,T
1820,2042,933241.15,81.78,837295.72,110.39,95945.43,25.07,T
1820,2043,929490.39,81.45,844917,111.39,84573.39,22.1,T
1820,2044,925739.64,81.12,852538.29,112.4,73201.35,19.13,T
1820,2045,921988.89,80.79,860159.58,113.4,61829.31,16.16,T
1820,2046,918238.13,80.46,867780.86,114.4,50457.27,13.19,T
1820,2047,914487.38,80.13,875402.15,115.41,39085.23,10.21,T
1820,2048,910736.63,79.81,883023.44,116.41,27713.19,7.24,T
1820,2049,906985.87,79.48,890644.72,117.42,16341.15,4.27,T
1820,2050,903235.12,79.15,898266.01,118.42,4969.11,1.3,T
1990,2020,271831.98,82.09,128450.58,90.27,143381.4,75.92,
1990,2019,331134.98,100,142288.16,100,188846.82,100,
1990,2018,439006.7,132.58,215055.31,151.14,223951.39,118.59,
1990,2017,434232.49,131.13,195802.13,137.61,238430.36,126.26,
1990,2016,349336.8,105.5,127469.05,89.59,221867.75,117.49,
1990,2015,443711.27,134,171997.2,120.88,271714.07,143.88,
1990,2014,216022.4,65.24,56471.58,39.69,159550.82,84.49,
1990,2021,217698.48,65.74,106000.06,74.5,111698.41,59.15,T
1990,2022,163564.97,49.4,83549.55,58.72,80015.43,42.37,T
1990,2023,109431.47,33.05,61099.03,42.94,48332.44,25.59,T
1990,2024,55297.97,16.7,38648.51,27.16,16649.45,8.82,T
1990,2025,1164.46,0.35,16198,11.38,0,0,T
1990,2026,0,0,0,0,0,0,T
1990,2027,0,0,0,0,0,0,T
1990,2028,0,0,0,0,0,0,T
1990,2029,0,0,0,0,0,0,T
1990,2030,0,0,0,0,0,0,T
1990,2031,0,0,0,0,0,0,T
1990,2032,0,0,0,0,0,0,T
1990,2033,0,0,0,0,0,0,T
1990,2034,0,0,0,0,0,0,T
1990,2035,0,0,0,0,0,0,T
1990,2036,0,0,0,0,0,0,T
1990,2037,0,0,0,0,0,0,T
1990,2038,0,0,0,0,0,0,T
1990,2039,0,0,0,0,0,0,T
1990,2040,0,0,0,0,0,0,T
1990,2041,0,0,0,0,0,0,T
1990,2042,0,0,0,0,0,0,T
1990,2043,0,0,0,0,0,0,T
1990,2044,0,0,0,0,0,0,T
1990,2045,0,0,0,0,0,0,T
1990,2046,0,0,0,0,0,0,T
1990,2047,0,0,0,0,0,0,T
1990,2048,0,0,0,0,0,0,T
1990,2049,0,0,0,0,0,0,T
1990,2050,0,0,0,0,0,0,T
2311,2020,646457.55,96.74,139546.78,96.94,506910.77,96.69,
2311,2019,668236.79,100,143954.36,100,524282.43,100,
2311,2018,666074.81,99.68,132407.05,91.98,533667.76,101.79,
2311,2017,684049.72,102.37,142436.28,98.95,541613.44,103.31,
2311,2016,743810.72,111.31,161738.33,112.35,582072.39,111.02,
2311,2015,552790.12,82.72,122565.51,85.14,430224.61,82.06,
2311,2014,543447.95,81.33,146799.4,101.98,396648.55,75.66,
2311,2021,633926.83,94.87,138583.61,96.27,495343.21,94.48,T
2311,2022,621396.1,92.99,137620.45,95.6,483775.66,92.27,T
2311,2023,608865.38,91.12,136657.28,94.93,472208.1,90.07,T
2311,2024,596334.66,89.24,135694.11,94.26,460640.54,87.86,T
2311,2025,583803.93,87.36,134730.95,93.59,449072.99,85.65,T
2311,2026,571273.21,85.49,133767.78,92.92,437505.43,83.45,T
2311,2027,558742.49,83.61,132804.61,92.25,425937.87,81.24,T
2311,2028,546211.76,81.74,131841.45,91.59,414370.32,79.04,T
2311,2029,533681.04,79.86,130878.28,90.92,402802.76,76.83,T
2311,2030,521150.32,77.99,129915.11,90.25,391235.2,74.62,T
2311,2031,508619.59,76.11,128951.95,89.58,379667.65,72.42,T
2311,2032,496088.87,74.24,127988.78,88.91,368100.09,70.21,T
2311,2033,483558.15,72.36,127025.61,88.24,356532.53,68,T
2311,2034,471027.42,70.49,126062.45,87.57,344964.98,65.8,T
2311,2035,458496.7,68.61,125099.28,86.9,333397.42,63.59,T
2311,2036,445965.98,66.74,124136.11,86.23,321829.86,61.38,T
2311,2037,433435.25,64.86,123172.95,85.56,310262.31,59.18,T
2311,2038,420904.53,62.99,122209.78,84.89,298694.75,56.97,T
2311,2039,408373.81,61.11,121246.61,84.23,287127.19,54.77,T
2311,2040,395843.08,59.24,120283.45,83.56,275559.64,52.56,T
2311,2041,383312.36,57.36,119320.28,82.89,263992.08,50.35,T
2311,2042,370781.64,55.49,118357.11,82.22,252424.52,48.15,T
2311,2043,358250.91,53.61,117393.95,81.55,240856.97,45.94,T
2311,2044,345720.19,51.74,116430.78,80.88,229289.41,43.73,T
2311,2045,333189.47,49.86,115467.61,80.21,217721.85,41.53,T
2311,2046,320658.74,47.99,114504.45,79.54,206154.3,39.32,T
2311,2047,308128.02,46.11,113541.28,78.87,194586.74,37.11,T
2311,2048,295597.3,44.24,112578.11,78.2,183019.18,34.91,T
2311,2049,283066.57,42.36,111614.95,77.53,171451.63,32.7,T
2311,2050,270535.85,40.49,110651.78,76.87,159884.07,30.5,T
2312,2020,230158.2,107.68,180294.94,108.89,49863.26,103.54,
2312,2019,213742.98,100,165582.41,100,48160.57,100,
2312,2018,222386.26,104.04,170415.56,102.92,51970.7,107.91,
2312,2017,240420.18,112.48,185928.96,112.29,54491.22,113.14,
2312,2016,213449.55,99.86,165679.79,100.06,47769.76,99.19,
2312,2015,232458.32,108.76,182136.76,110,50321.56,104.49,
2312,2014,188912.87,88.38,146828.15,88.67,42084.72,87.38,
2312,2021,226737.54,106.08,178416.93,107.75,48320.61,100.33,T
2312,2022,223316.88,104.48,176538.93,106.62,46777.95,97.13,T
2312,2023,219896.22,102.88,174660.92,105.48,45235.3,93.93,T
2312,2024,216475.56,101.28,172782.91,104.35,43692.65,90.72,T
2312,2025,213054.9,99.68,170904.91,103.21,42149.99,87.52,T
2312,2026,209634.24,98.08,169026.9,102.08,40607.34,84.32,T
2312,2027,206213.58,96.48,167148.89,100.95,39064.69,81.11,T
2312,2028,202792.92,94.88,165270.89,99.81,37522.03,77.91,T
2312,2029,199372.26,93.28,163392.88,98.68,35979.38,74.71,T
2312,2030,195951.6,91.68,161514.87,97.54,34436.73,71.5,T
2312,2031,192530.94,90.08,159636.87,96.41,32894.07,68.3,T
2312,2032,189110.28,88.48,157758.86,95.28,31351.42,65.1,T
2312,2033,185689.62,86.88,155880.85,94.14,29808.77,61.89,T
2312,2034,182268.96,85.27,154002.85,93.01,28266.11,58.69,T
2312,2035,178848.3,83.67,152124.84,91.87,26723.46,55.49,T
2312,2036,175427.64,82.07,150246.83,90.74,25180.81,52.29,T
2312,2037,172006.98,80.47,148368.83,89.6,23638.15,49.08,T
2312,2038,168586.32,78.87,146490.82,88.47,22095.5,45.88,T
2312,2039,165165.66,77.27,144612.81,87.34,20552.85,42.68,T
2312,2040,161745,75.67,142734.81,86.2,19010.19,39.47,T
2312,2041,158324.34,74.07,140856.8,85.07,17467.54,36.27,T
2312,2042,154903.68,72.47,138978.79,83.93,15924.89,33.07,T
2312,2043,151483.02,70.87,137100.79,82.8,14382.23,29.86,T
2312,2044,148062.36,69.27,135222.78,81.66,12839.58,26.66,T
2312,2045,144641.7,67.67,133344.77,80.53,11296.93,23.46,T
2312,2046,141221.04,66.07,131466.77,79.4,9754.27,20.25,T
2312,2047,137800.38,64.47,129588.76,78.26,8211.62,17.05,T
2312,2048,134379.72,62.87,127710.75,77.13,6668.97,13.85,T
2312,2049,130959.06,61.27,125832.75,75.99,5126.31,10.64,T
2312,2050,127538.4,59.67,123954.74,74.86,3583.66,7.44,T
2313,2020,230434.84,90.53,57969.91,84.26,172464.93,92.85,
2313,2019,254546.33,100,68801.58,100,185744.75,100,
2313,2018,262040.97,102.94,77011.06,111.93,185029.91,99.62,
2313,2017,256988.38,100.96,75444.84,109.66,181543.54,97.74,
2313,2016,273381.68,107.4,88538.51,128.69,184843.17,99.51,
2313,2015,270417.87,106.24,83941.94,122.01,186475.93,100.39,
2313,2014,249535.93,98.03,89104.52,129.51,160431.41,86.37,
2313,2021,221583.66,87.05,52144.93,75.79,169438.73,91.22,T
2313,2022,212732.48,83.57,46319.96,67.32,166412.52,89.59,T
2313,2023,203881.3,80.1,40494.98,58.86,163386.32,87.96,T
2313,2024,195030.12,76.62,34670,50.39,160360.12,86.33,T
2313,2025,186178.94,73.14,28845.03,41.92,157333.91,84.7,T
2313,2026,177327.76,69.66,23020.05,33.46,154307.71,83.08,T
2313,2027,168476.58,66.19,17195.07,24.99,151281.51,81.45,T
2313,2028,159625.4,62.71,11370.1,16.53,148255.3,79.82,T
2313,2029,150774.22,59.23,5545.12,8.06,145229.1,78.19,T
2313,2030,141923.04,55.76,0,0,142202.9,76.56,T
2313,2031,133071.86,52.28,0,0,139176.69,74.93,T
2313,2032,124220.68,48.8,0,0,136150.49,73.3,T
2313,2033,115369.5,45.32,0,0,133124.29,71.67,T
2313,2034,106518.32,41.85,0,0,130098.08,70.04,T
2313,2035,97667.14,38.37,0,0,127071.88,68.41,T
2313,2036,88815.96,34.89,0,0,124045.68,66.78,T
2313,2037,79964.78,31.41,0,0,121019.47,65.15,T
2313,2038,71113.6,27.94,0,0,117993.27,63.52,T
2313,2039,62262.42,24.46,0,0,114967.07,61.9,T
2313,2040,53411.24,20.98,0,0,111940.86,60.27,T
2313,2041,44560.06,17.51,0,0,108914.66,58.64,T
2313,2042,35708.88,14.03,0,0,105888.46,57.01,T
2313,2043,26857.7,10.55,0,0,102862.25,55.38,T
2313,2044,18006.52,7.07,0,0,99836.05,53.75,T
2313,2045,9155.34,3.6,0,0,96809.85,52.12,T
2313,2046,304.16,0.12,0,0,93783.64,50.49,T
2313,2047,0,0,0,0,90757.44,48.86,T
2313,2048,0,0,0,0,87731.24,47.23,T
2313,2049,0,0,0,0,84705.03,45.6,T
2313,2050,0,0,0,0,81678.83,43.97,T
2399,2020,92142.29,110.5,51134.31,109.43,41007.98,111.87,
2399,2019,83385.37,100,46729.76,100,36655.61,100,
2399,2018,90206.34,108.18,51397.46,109.99,38808.88,105.87,
2399,2017,92911.04,111.42,52684.65,112.74,40226.39,109.74,
2399,2016,91387.77,109.6,54334.92,116.27,37052.85,101.08,
2399,2015,99988.49,119.91,65871.11,140.96,34117.38,93.08,
2399,2014,108493.37,130.11,74375.77,159.16,34117.6,93.08,
2399,2021,91886.04,110.19,50617.53,108.32,41268.51,112.58,T
2399,2022,91629.79,109.89,50100.75,107.21,41529.04,113.3,T
2399,2023,91373.54,109.58,49583.97,106.11,41789.57,114.01,T
2399,2024,91117.29,109.27,49067.19,105,42050.1,114.72,T
2399,2025,90861.04,108.97,48550.41,103.9,42310.63,115.43,T
2399,2026,90604.79,108.66,48033.63,102.79,42571.16,116.14,T
2399,2027,90348.54,108.35,47516.85,101.68,42831.69,116.85,T
2399,2028,90092.29,108.04,47000.07,100.58,43092.22,117.56,T
2399,2029,89836.04,107.74,46483.29,99.47,43352.75,118.27,T
2399,2030,89579.79,107.43,45966.51,98.37,43613.28,118.98,T
2399,2031,89323.54,107.12,45449.73,97.26,43873.81,119.69,T
2399,2032,89067.29,106.81,44932.95,96.15,44134.34,120.4,T
2399,2033,88811.04,106.51,44416.17,95.05,44394.87,121.11,T
2399,2034,88554.79,106.2,43899.39,93.94,44655.4,121.82,T
2399,2035,88298.54,105.89,43382.61,92.84,44915.93,122.53,T
2399,2036,88042.29,105.58,42865.83,91.73,45176.46,123.25,T
2399,2037,87786.04,105.28,42349.05,90.63,45436.99,123.96,T
2399,2038,87529.79,104.97,41832.27,89.52,45697.52,124.67,T
2399,2039,87273.54,104.66,41315.49,88.41,45958.05,125.38,T
2399,2040,87017.29,104.36,40798.71,87.31,46218.58,126.09,T
2399,2041,86761.04,104.05,40281.93,86.2,46479.11,126.8,T
2399,2042,86504.79,103.74,39765.15,85.1,46739.64,127.51,T
2399,2043,86248.54,103.43,39248.37,83.99,47000.17,128.22,T
