分類,子分類,項目,單位,年份,數值
E,空氣污染物申報,三氯乙烯,,2021,0
E,空氣污染物申報,揮發性有機化合物,,2021,0.015
E,空氣污染物申報,二甲苯,,2021,0
E,空氣污染物申報,三氯甲烷,,2021,0
E,空氣污染物申報,重金屬,,2021,0
E,環境違規,違反環境法規金額,元,2016,84000
E,環境違規,違反環境法規次數,次,2016,1
E,環境違規,違反環境法規金額,元,2021,30000
E,環境違規,違反環境法規次數,次,2021,1
G,資本額,資本額,元,2020,281735280
G,資本額,資本額,元,2019,281735280
G,營運狀況,營業收入,仟元,2020,790109
G,營運狀況,營業成本,仟元,2020,629616
G,營運狀況,營業費用,仟元,2020,114917
G,營運狀況,淨利,仟元,2020,26892
G,營運狀況,營業收入,仟元,2019,700116
G,營運狀況,營業成本,仟元,2019,566215
G,營運狀況,營業費用,仟元,2019,117935
G,營運狀況,淨利,仟元,2019,15628
