分類,子分類,項目,單位,年份,數值
E,空氣污染物申報,氮氧化物,,2017,34.608000000000004
E,空氣污染物申報,硫氧化物,,2017,31.363
E,空氣污染物申報,苯乙烯,,2017,0
E,空氣污染物申報,粒狀污染物,,2017,1.848
E,空氣污染物申報,四氯乙烯,,2017,0
E,空氣污染物申報,甲苯,,2017,0
E,空氣污染物申報,三氯乙烷,,2017,0
E,空氣污染物申報,三氯乙烯,,2017,0
E,空氣污染物申報,揮發性有機化合物,,2017,0
E,空氣污染物申報,二甲苯,,2017,0
E,空氣污染物申報,三氯甲烷,,2017,0
E,空氣污染物申報,重金屬,,2017,0
E,空氣污染物申報,苯,,2018,0
E,空氣污染物申報,四氯化碳,,2018,0
E,空氣污染物申報,1-1-二氯乙烷,,2018,0
E,空氣污染物申報,1-2-二氯乙烷,,2018,0
E,空氣污染物申報,戴奧辛,,2018,0
E,空氣污染物申報,乙苯,,2018,0
E,空氣污染物申報,二氯甲烷,,2018,0
E,空氣污染物申報,氮氧化物,,2018,29.868000000000002
E,空氣污染物申報,硫氧化物,,2018,27.415
E,空氣污染物申報,苯乙烯,,2018,0
E,空氣污染物申報,粒狀污染物,,2018,1.705
E,空氣污染物申報,四氯乙烯,,2018,0
E,空氣污染物申報,甲苯,,2018,0
E,空氣污染物申報,三氯乙烷,,2018,0
E,空氣污染物申報,三氯乙烯,,2018,0
E,空氣污染物申報,揮發性有機化合物,,2018,0
E,空氣污染物申報,二甲苯,,2018,0
E,空氣污染物申報,三氯甲烷,,2018,0
E,空氣污染物申報,重金屬,,2018,0
E,空氣污染物申報,苯,,2019,0
E,空氣污染物申報,四氯化碳,,2019,0
E,空氣污染物申報,1-1-二氯乙烷,,2019,0
E,空氣污染物申報,1-2-二氯乙烷,,2019,0
E,空氣污染物申報,戴奧辛,,2019,0
E,空氣污染物申報,乙苯,,2019,0
E,空氣污染物申報,二氯甲烷,,2019,0
E,空氣污染物申報,氮氧化物,,2019,29.522
E,空氣污染物申報,硫氧化物,,2019,26.002000000000002
E,空氣污染物申報,苯乙烯,,2019,0
E,空氣污染物申報,粒狀污染物,,2019,1.834
E,空氣污染物申報,四氯乙烯,,2019,0
E,空氣污染物申報,甲苯,,2019,0
E,空氣污染物申報,三氯乙烷,,2019,0
E,空氣污染物申報,三氯乙烯,,2019,0
E,空氣污染物申報,揮發性有機化合物,,2019,0
E,空氣污染物申報,二甲苯,,2019,0
E,空氣污染物申報,三氯甲烷,,2019,0
E,空氣污染物申報,重金屬,,2019,0
E,空氣污染物申報,苯,,2020,0
E,空氣污染物申報,四氯化碳,,2020,0
E,空氣污染物申報,1-1-二氯乙烷,,2020,0
E,空氣污染物申報,1-2-二氯乙烷,,2020,0
E,空氣污染物申報,戴奧辛,,2020,0
E,空氣污染物申報,乙苯,,2020,0
E,空氣污染物申報,二氯甲烷,,2020,0
E,空氣污染物申報,氮氧化物,,2020,17.933
E,空氣污染物申報,硫氧化物,,2020,12.212
E,空氣污染物申報,苯乙烯,,2020,0
E,空氣污染物申報,粒狀污染物,,2020,0.962
E,空氣污染物申報,四氯乙烯,,2020,0
E,空氣污染物申報,甲苯,,2020,0
E,空氣污染物申報,三氯乙烷,,2020,0
E,空氣污染物申報,三氯乙烯,,2020,0
E,空氣污染物申報,揮發性有機化合物,,2020,0
E,空氣污染物申報,二甲苯,,2020,0
E,空氣污染物申報,三氯甲烷,,2020,0
E,空氣污染物申報,重金屬,,2020,0
E,空氣污染物申報,苯,,2021,0
E,空氣污染物申報,四氯化碳,,2021,0
E,空氣污染物申報,1-1-二氯乙烷,,2021,0
E,空氣污染物申報,1-2-二氯乙烷,,2021,0
E,空氣污染物申報,戴奧辛,,2021,0
E,空氣污染物申報,乙苯,,2021,0
E,空氣污染物申報,二氯甲烷,,2021,0
E,空氣污染物申報,氮氧化物,,2021,3.6470000000000002
E,空氣污染物申報,硫氧化物,,2021,0
E,空氣污染物申報,苯乙烯,,2021,0
E,空氣污染物申報,粒狀污染物,,2021,0.106
E,空氣污染物申報,四氯乙烯,,2021,0
E,空氣污染物申報,甲苯,,2021,0
E,空氣污染物申報,三氯乙烷,,2021,0
E,空氣污染物申報,三氯乙烯,,2021,0
E,空氣污染物申報,揮發性有機化合物,,2021,0
E,空氣污染物申報,二甲苯,,2021,0
E,空氣污染物申報,三氯甲烷,,2021,0
E,空氣污染物申報,重金屬,,2021,0
E,環境違規,違反環境法規金額,元,2010,800000
E,環境違規,違反環境法規次數,次,2010,1
E,環境違規,違反環境法規金額,元,2016,6000
E,環境違規,違反環境法規次數,次,2016,1
S,員工薪資,平均薪資,仟元,2020,561
S,員工薪資,薪資中位數,仟元,2020,528
S,員工薪資,平均薪資,仟元,2019,564
S,員工薪資,薪資中位數,仟元,2019,530
S,員工薪資,平均薪資,仟元,2018,627
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,5306516130
G,,資本額,元,2019,5306516130
G,營運狀況,營業收入,仟元,2020,5589791
G,營運狀況,營業成本,仟元,2020,5753100
G,營運狀況,營業費用,仟元,2020,190304
G,營運狀況,淨利,仟元,2020,-484760
G,營運狀況,營業收入,仟元,2019,6552804
G,營運狀況,營業成本,仟元,2019,6787922
G,營運狀況,營業費用,仟元,2019,242562
G,營運狀況,淨利,仟元,2019,-652969
G,營運狀況,營業收入,仟元,2018,8741762
G,營運狀況,營業成本,仟元,2018,8350274
G,營運狀況,營業費用,仟元,2018,251286
G,營運狀況,淨利,仟元,2018,10865
G,營運狀況,營業收入,仟元,2017,7993007
G,營運狀況,營業成本,仟元,2017,7725760
G,營運狀況,營業費用,仟元,2017,254318
G,營運狀況,淨利,仟元,2017,-184748
G,營運狀況,營業收入,仟元,2016,7272512
G,營運狀況,營業成本,仟元,2016,7074277
G,營運狀況,營業費用,仟元,2016,235513
G,營運狀況,淨利,仟元,2016,-256695
