分類,子分類,項目,單位,年份,數值
E,空氣污染物申報,乙苯,,2018,0
E,空氣污染物申報,二氯甲烷,,2018,0
E,空氣污染物申報,氮氧化物,,2018,26.355
E,空氣污染物申報,硫氧化物,,2018,0
E,空氣污染物申報,苯乙烯,,2018,0
E,空氣污染物申報,粒狀污染物,,2018,2.875
E,空氣污染物申報,四氯乙烯,,2018,0
E,空氣污染物申報,甲苯,,2018,0.185
E,空氣污染物申報,三氯乙烷,,2018,0
E,空氣污染物申報,三氯乙烯,,2018,0
E,空氣污染物申報,揮發性有機化合物,,2018,3.3970000000000002
E,空氣污染物申報,二甲苯,,2018,0.219
E,空氣污染物申報,三氯甲烷,,2018,0
E,空氣污染物申報,重金屬,,2018,0
E,空氣污染物申報,苯,,2019,0
E,空氣污染物申報,四氯化碳,,2019,0
E,空氣污染物申報,1-1-二氯乙烷,,2019,0
E,空氣污染物申報,1-2-二氯乙烷,,2019,0
E,空氣污染物申報,戴奧辛,,2019,0
E,空氣污染物申報,乙苯,,2019,0
E,空氣污染物申報,二氯甲烷,,2019,0
E,空氣污染物申報,氮氧化物,,2019,23.258
E,空氣污染物申報,硫氧化物,,2019,0
E,空氣污染物申報,苯乙烯,,2019,0
E,空氣污染物申報,粒狀污染物,,2019,1.561
E,空氣污染物申報,四氯乙烯,,2019,0
E,空氣污染物申報,甲苯,,2019,0.405
E,空氣污染物申報,三氯乙烷,,2019,0
E,空氣污染物申報,三氯乙烯,,2019,0
E,空氣污染物申報,揮發性有機化合物,,2019,5.302
E,空氣污染物申報,二甲苯,,2019,0.856
E,空氣污染物申報,三氯甲烷,,2019,0
E,空氣污染物申報,重金屬,,2019,0
E,空氣污染物申報,苯,,2020,0
E,空氣污染物申報,四氯化碳,,2020,0
E,空氣污染物申報,1-1-二氯乙烷,,2020,0
E,空氣污染物申報,1-2-二氯乙烷,,2020,0
E,空氣污染物申報,戴奧辛,,2020,0
E,空氣污染物申報,乙苯,,2020,0
E,空氣污染物申報,二氯甲烷,,2020,0
E,空氣污染物申報,氮氧化物,,2020,19.613
E,空氣污染物申報,硫氧化物,,2020,0
E,空氣污染物申報,苯乙烯,,2020,0
E,空氣污染物申報,粒狀污染物,,2020,1.4769999999999999
E,空氣污染物申報,四氯乙烯,,2020,0
E,空氣污染物申報,甲苯,,2020,0.019
E,空氣污染物申報,三氯乙烷,,2020,0
E,空氣污染物申報,三氯乙烯,,2020,0
E,空氣污染物申報,揮發性有機化合物,,2020,3.045
E,空氣污染物申報,二甲苯,,2020,0.29100000000000004
E,空氣污染物申報,三氯甲烷,,2020,0
E,空氣污染物申報,重金屬,,2020,0
E,環境違規,違反環境法規金額,元,2012,6000
E,環境違規,違反環境法規次數,次,2012,1
E,環境違規,違反環境法規金額,元,2013,16000
E,環境違規,違反環境法規次數,次,2013,2
E,環境違規,違反環境法規金額,元,2014,6000
E,環境違規,違反環境法規次數,次,2014,1
E,環境違規,違反環境法規金額,元,2017,100000
E,環境違規,違反環境法規次數,次,2017,1
E,環境違規,違反環境法規金額,元,2019,6000
E,環境違規,違反環境法規次數,次,2019,1
E,環境違規,違反環境法規金額,元,2020,60000
E,環境違規,違反環境法規次數,次,2020,1
E,環境違規,違反環境法規金額,元,2021,14000
E,環境違規,違反環境法規次數,次,2021,1
S,員工薪資,平均薪資,仟元,2020,1073
S,員工薪資,薪資中位數,仟元,2020,1011
S,員工薪資,平均薪資,仟元,2019,1080
S,員工薪資,薪資中位數,仟元,2019,1022
S,員工薪資,平均薪資,仟元,2018,1110
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,7756965990
G,,資本額,元,2019,7756965990
G,營運狀況,營業收入,仟元,2020,11934697
G,營運狀況,營業成本,仟元,2020,9520690
G,營運狀況,營業費用,仟元,2020,576363
G,營運狀況,淨利,仟元,2020,1307911
G,營運狀況,營業收入,仟元,2019,11636040
G,營運狀況,營業成本,仟元,2019,8378985
G,營運狀況,營業費用,仟元,2019,637692
G,營運狀況,淨利,仟元,2019,2125798
G,營運狀況,營業收入,仟元,2018,16358126
G,營運狀況,營業成本,仟元,2018,9394329
G,營運狀況,營業費用,仟元,2018,783909
G,營運狀況,淨利,仟元,2018,5580459
G,營運狀況,營業收入,仟元,2017,12713025
G,營運狀況,營業成本,仟元,2017,9318516
G,營運狀況,營業費用,仟元,2017,644699
G,營運狀況,淨利,仟元,2017,2242774
G,營運狀況,營業收入,仟元,2016,10794340
G,營運狀況,營業成本,仟元,2016,9429790
G,營運狀況,營業費用,仟元,2016,403428
G,營運狀況,淨利,仟元,2016,730390
