分類,子分類,項目,單位,年份,數值
E,空氣污染物申報,苯,,2017,0
E,空氣污染物申報,四氯化碳,,2017,0
E,空氣污染物申報,1-1-二氯乙烷,,2017,0
E,空氣污染物申報,1-2-二氯乙烷,,2017,0
E,空氣污染物申報,戴奧辛,,2017,0
E,空氣污染物申報,乙苯,,2017,0
E,空氣污染物申報,二氯甲烷,,2017,0
E,空氣污染物申報,氮氧化物,,2017,9.237
E,空氣污染物申報,硫氧化物,,2017,12.044
E,空氣污染物申報,苯乙烯,,2017,0
E,空氣污染物申報,粒狀污染物,,2017,1.144
E,空氣污染物申報,四氯乙烯,,2017,0
E,空氣污染物申報,甲苯,,2017,0
E,空氣污染物申報,三氯乙烷,,2017,0
E,空氣污染物申報,三氯乙烯,,2017,0
E,空氣污染物申報,揮發性有機化合物,,2017,0
E,空氣污染物申報,二甲苯,,2017,0
E,空氣污染物申報,三氯甲烷,,2017,0
E,空氣污染物申報,重金屬,,2017,0
E,空氣污染物申報,苯,,2018,0
E,空氣污染物申報,四氯化碳,,2018,0
E,空氣污染物申報,1-1-二氯乙烷,,2018,0
E,空氣污染物申報,1-2-二氯乙烷,,2018,0
E,空氣污染物申報,戴奧辛,,2018,0
E,空氣污染物申報,乙苯,,2018,0
E,空氣污染物申報,二氯甲烷,,2018,0
E,空氣污染物申報,氮氧化物,,2018,53.18000000000001
E,空氣污染物申報,硫氧化物,,2018,65.362
E,空氣污染物申報,苯乙烯,,2018,0
E,空氣污染物申報,粒狀污染物,,2018,10.983
E,空氣污染物申報,四氯乙烯,,2018,0
E,空氣污染物申報,甲苯,,2018,0
E,空氣污染物申報,三氯乙烷,,2018,0
E,空氣污染物申報,三氯乙烯,,2018,0
E,空氣污染物申報,揮發性有機化合物,,2018,0
E,空氣污染物申報,二甲苯,,2018,0
E,空氣污染物申報,三氯甲烷,,2018,0
E,空氣污染物申報,重金屬,,2018,0
E,空氣污染物申報,苯,,2019,0
E,空氣污染物申報,四氯化碳,,2019,0
E,空氣污染物申報,1-1-二氯乙烷,,2019,0
E,空氣污染物申報,1-2-二氯乙烷,,2019,0
E,空氣污染物申報,戴奧辛,,2019,0
E,空氣污染物申報,乙苯,,2019,0
E,空氣污染物申報,二氯甲烷,,2019,0
E,空氣污染物申報,氮氧化物,,2019,26.63
E,空氣污染物申報,硫氧化物,,2019,31.764
E,空氣污染物申報,苯乙烯,,2019,0
E,空氣污染物申報,粒狀污染物,,2019,1.9439999999999995
E,空氣污染物申報,四氯乙烯,,2019,0
E,空氣污染物申報,甲苯,,2019,0
E,空氣污染物申報,三氯乙烷,,2019,0
E,空氣污染物申報,三氯乙烯,,2019,0
E,空氣污染物申報,揮發性有機化合物,,2019,0
E,空氣污染物申報,二甲苯,,2019,0
E,空氣污染物申報,三氯甲烷,,2019,0
E,空氣污染物申報,重金屬,,2019,0
E,空氣污染物申報,苯,,2020,0
E,空氣污染物申報,四氯化碳,,2020,0
E,空氣污染物申報,1-1-二氯乙烷,,2020,0
E,空氣污染物申報,1-2-二氯乙烷,,2020,0
E,空氣污染物申報,戴奧辛,,2020,0
E,空氣污染物申報,乙苯,,2020,0
E,空氣污染物申報,二氯甲烷,,2020,0
E,空氣污染物申報,氮氧化物,,2020,11.530000000000001
E,空氣污染物申報,硫氧化物,,2020,13.751999999999999
E,空氣污染物申報,苯乙烯,,2020,0
E,空氣污染物申報,粒狀污染物,,2020,0.9339999999999999
E,空氣污染物申報,四氯乙烯,,2020,0
E,空氣污染物申報,甲苯,,2020,0
E,空氣污染物申報,三氯乙烷,,2020,0
E,空氣污染物申報,三氯乙烯,,2020,0
E,空氣污染物申報,揮發性有機化合物,,2020,0.622
E,空氣污染物申報,二甲苯,,2020,0
E,空氣污染物申報,三氯甲烷,,2020,0
E,空氣污染物申報,重金屬,,2020,0
E,空氣污染物申報,苯,,2021,0
E,空氣污染物申報,四氯化碳,,2021,0
E,空氣污染物申報,1-1-二氯乙烷,,2021,0
E,空氣污染物申報,1-2-二氯乙烷,,2021,0
E,空氣污染物申報,戴奧辛,,2021,0
E,空氣污染物申報,乙苯,,2021,0
E,空氣污染物申報,二氯甲烷,,2021,0
E,空氣污染物申報,氮氧化物,,2021,0.135
E,空氣污染物申報,硫氧化物,,2021,0
E,空氣污染物申報,苯乙烯,,2021,0
E,空氣污染物申報,粒狀污染物,,2021,0.004
E,空氣污染物申報,四氯乙烯,,2021,0
E,空氣污染物申報,甲苯,,2021,0
E,空氣污染物申報,三氯乙烷,,2021,0
E,空氣污染物申報,三氯乙烯,,2021,0
E,空氣污染物申報,揮發性有機化合物,,2021,0.268
E,空氣污染物申報,二甲苯,,2021,0
E,空氣污染物申報,三氯甲烷,,2021,0
E,空氣污染物申報,重金屬,,2021,0
E,環境違規,違反環境法規金額,元,2011,230000
E,環境違規,違反環境法規次數,次,2011,1
E,環境違規,違反環境法規金額,元,2013,6000
E,環境違規,違反環境法規次數,次,2013,1
E,環境違規,違反環境法規金額,元,2014,6000
E,環境違規,違反環境法規次數,次,2014,1
E,環境違規,違反環境法規金額,元,2017,300000
E,環境違規,違反環境法規次數,次,2017,5
E,環境違規,違反環境法規金額,元,2018,1069762
E,環境違規,違反環境法規次數,次,2018,5
E,環境違規,違反環境法規金額,元,2019,60000
E,環境違規,違反環境法規次數,次,2019,1
E,環境違規,違反環境法規金額,元,2020,154000
E,環境違規,違反環境法規次數,次,2020,2
S,員工薪資,平均薪資,仟元,2020,518
S,員工薪資,薪資中位數,仟元,2020,427
S,員工薪資,平均薪資,仟元,2019,450
S,員工薪資,薪資中位數,仟元,2019,410
S,員工薪資,平均薪資,仟元,2018,466
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,3418674620
G,,資本額,元,2019,3418674620
G,營運狀況,營業收入,仟元,2020,3493012
G,營運狀況,營業成本,仟元,2020,3107240
G,營運狀況,營業費用,仟元,2020,402435
G,營運狀況,淨利,仟元,2020,65923
G,營運狀況,營業收入,仟元,2019,3954720
G,營運狀況,營業成本,仟元,2019,3695802
G,營運狀況,營業費用,仟元,2019,441675
G,營運狀況,淨利,仟元,2019,-154197
G,營運狀況,營業收入,仟元,2018,4991101
G,營運狀況,營業成本,仟元,2018,4452222
G,營運狀況,營業費用,仟元,2018,426633
G,營運狀況,淨利,仟元,2018,147765
G,營運狀況,營業收入,仟元,2017,4393004
G,營運狀況,營業成本,仟元,2017,3644222
G,營運狀況,營業費用,仟元,2017,411106
G,營運狀況,淨利,仟元,2017,371984
G,營運狀況,營業收入,仟元,2016,4404617
G,營運狀況,營業成本,仟元,2016,3672184
G,營運狀況,營業費用,仟元,2016,405214
G,營運狀況,淨利,仟元,2016,283970
