公司代號,公司名稱,資料年度,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,內容,(二)企業受氣候變遷之實質風險,內容,(三)氣候變遷提供企業之機會,內容,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,內容,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,內容,(二)企業溫室氣體排放量減量目標,內容,(三)企業溫室氣體排放量減量之預算與計畫,內容,(四)企業產品或服務帶給客戶或消費者之減碳效果,內容
6016,康和證,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司持續關注有關溫室氣體排放之相關法令、協議等規範，觀察國內外相關規範有漸趨嚴格，除要求企業定期揭露溫室氣體排放量外，亦要求限制或逐年減少排放量。本公司屬證券業，無直接溫室氣體排放項目，為提供客戶完善的營業場地及資訊設施，主要使用能源為電力，屬於間接溫室氣體排放。本公司即將導入ISO 14001環境管理系統推行減量政策及節能減碳方案，未來本公司將持續關注相關法規之變化，以及早因應，並降低相關風險。,(二)企業受氣候變遷之實質風險,因應全球暖化對於金融市場運作之相關設備造成威脅，本公司對於此類風險已採取多項防範措施，包含投保商業火險及附加險、資訊設備之電子險，於各營業據點定期維護消防、監視與電力備援設備等，以控制突發之氣候風險，用以降低公司營運及設備損失。,(三)氣候變遷提供企業之機會,全球暖化而造成氣候變遷之各種環境異常現象，近年來各大企業開始重視「節能減碳」對環境保護的重要，未來也將逐步朝低碳產業發展，而本公司即將導入ISO 14001環境管理系統制定相關管理規章作為運作，推動ISO 14064-1溫室氣體盤查審視本公司每年度碳排放量。基於本公司為證券業，凡可提升能源效率及減少能源的耗用，即為本公司所關切的，也是本公司善盡企業對環境保護之責。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,1.本公司目前尚未進行盤查、外部驗證。 2.依金融監督管理委員會111年3月發布之「上市櫃公司永續發展路徑圖」，本公司屬實收資本額50～100億元之公司，個體公司(即母公司)應於第二階段適用溫室氣體盤查(即114年完成盤查，116年完成查證)。 3.本公司將依主管機關發布之參考指引及相關規定，預計112年完成盤查、外部驗證。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司長期關注環境之永續發展，即將導入ISO 14001環境管理系統，對於溫室氣體管理之策略為推廣環保及落實節能減碳措施： 1.推動並落實環境保護政策，並對員工、供應商、客戶及其他利害關係人傳達政策，使全員均能瞭解本公司之環境管理系統的規定與要求。 2.優先採購或使用節能、具環保標章產品，以提高設備效率、降低能源耗損。 3.規定辦公室空調溫度設定平均溫度不可低於26度C。 4.日照處裝設遮陽窗簾，減少太陽輻射熱源，間接降低冷氣之使用。 5.採用節水設備減少節省用水量。 6.遠距離之會議採用視訊會議，以節省人員往返之交通耗能。 7.推動電子化表單，減少紙張使用量。 8.推動廢棄物管理、垃圾減量與回收分類及資源再利用等措施。 9.持續改善及檢討相關措施，並以國際及國內環保標準為自我提升的目標。 10.建立溫室氣體排放清冊、定期盤查、管控排放。,(二)企業溫室氣體排放量減量目標,本公司將由BSI英國標準協會辦理ISO 14064-1溫室氣體盤查數據查驗，未來將持續統計總公司每年度溫室氣體排放量，依照排放量變化情形制定減碳政策，以五年內總排放量減低1%為目標。,(三)企業溫室氣體排放量減量之預算與計畫,1.管理流程之改善，設定內部評估指標、定期檢討執行成效。 2.定期舉辦員工教育訓練，提升員工氣候變遷調適意識和預防作業。 3.致力推展節能減碳計畫，如提升電能效率、照明與空調系統改善。 4.新購環保標章或綠色標章之產品以汰換老舊耗能之設備。,(四)企業產品或服務帶給客戶或消費者之減碳效果,本公司將以「節能減碳E化」努力開發綠色消費模式、提供客戶便利及無紙化之金融服務，以減少客戶往返之交通耗能及紙張的使用，與客戶一同投注心力於環保與節能減碳，共同善盡企業社會責任。
6020,大展證,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司關注國內外溫室氣體排放相關之法令，本公司無直接排放氣體項目，使用能源為電力，屬於間接溫室氣體排放，本公司將推行減碳方案，減少相關風險,(二)企業受氣候變遷之實質風險,全球暖化對金融市場的相關設備造成相關影響，本公司採取的相關因應包含:電子設備險、商業火災險，定期維護電力、消防設備,(三)氣候變遷提供企業之機會,1.提供氣候變遷相關衍生性金融商品 2.增進電子化交易，觸及多元化的客群,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,溫室氣體排放量:145.86公噸 範疇一:0公噸 範疇二:119.7公噸 範疇三:26.16公噸 以上資料皆為110年之資料 範疇二以公司用電度數*換算排碳係數。 範疇三以公司員工通勤交通工具*公里數換算成炭排係數 尚未通過外部驗證,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,1.採用節水設備 2.推動電子公文減少用紙量 3. 優先採購環境及社會友善性的產品 4. 辦公營業場所重新裝潢時，採用環保建材並符合主管機關標準 5. 燈管全面改成T5燈管或 LED燈； 6.空調設備更新時，選用高 EER值VRV變頻冷氣系統 7. 對外門窗維持常閉狀態，以免熱氣外洩或熱氣侵入增加空調負擔 8.鼓勵顧客多使用電子下單服務並申請電子對帳單,(二)企業溫室氣體排放量減量目標,未來將持續統計總分公司每年度溫室氣體排放量，依照排放量變化情形制定減碳政策，以不增加排放量為目標，並逐年減少碳排放量,(三)企業溫室氣體排放量減量之預算與計畫,1.公司購買商品時，選擇擁有環保標章之廠商 2.淘汰的電腦設備，請專業廠商回收 3. 推動辦公室無紙化運動，紙類減量，推行同仁使用雙面列印或回收紙再利用,(四)企業產品或服務帶給客戶或消費者之減碳效果,1.鼓勵顧客多使用電子下單服務並申請電子對帳單，節省紙張 2. 採購實依需求以就近供應商為主，採購時要求供應商遵守勞動及環保法規，促使供應商環境保護，共同與客戶攜手保護地球
6023,元大期貨,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司對國內外有關溫室氣體排放之相關法令、協議等規範甚為關注，觀察國內外相關規範有漸趨嚴格的傾向，除要求企業定期揭露溫室氣體排放量外，亦要求限制或逐年減少排放量。本公司屬期貨業，無直接溫室氣體排放項目，為提供客戶完善的營業場地及資訊設施，主要使用能源為電力，屬於間接溫室氣體排放。本公司導入ISO 14064-1、14046溫室氣體及水足跡盤查，並配合集團ISO 14001環境管理系統推行減量政策及節能減碳方案，未來本公司將持續關注相關法規之變化，以及早因應，減少相關風險。,(二)企業受氣候變遷之實質風險,因全球暖化對於金融市場運作的相關設備造成威脅，本公司對於此類風險已採取多項防範措施，包含投保商業火險及附加險、資訊設備之電子險，於各營業據點定期維護消防、監視與電力備援設備等，以控制突發之氣候風險，用以降低公司營運及設備損失。,(三)氣候變遷提供企業之機會,近年來各大企業開始體認及重視「節能減碳」對環境保護的重要，未來產業結構也將逐步朝低碳產業發展，而本公司配合集團政策，導入ISO 14001環境管理系統制定相關管理規章作為運作、維持依據，推動ISO 14064-1溫室氣體盤查審視本公司每年度碳排放量，並以每年購買再生能源來做為公司減碳績效。基於本公司為期貨業，凡可提升能源效率及減少能源的耗用，均為本公司所關切的，希望在公司發展外，對環境保護能進一份心力。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,"依照110年度ISO 14064-1溫室氣體盤查報告書，總公司暨台灣4個分公司所擁有或控制的排放源，其直接排放量為72.92公噸，CO2e間接排放量為931.87噸CO2e；組織使用由組織邊界外部所提供的電力所產生的溫室氣體排放110年度溫室氣體總排放總量(直接排放及間接排放)為1,005公噸CO2e，並於111年4月15日由BSI英國標準協會完成查驗，通過外部驗證，將於五月份取得查核證書。",二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司長期關注環境之永續發展，配合集團導入ISO 14001環境管理系統，對於溫室氣體管理之策略為推廣環保及落實節能減碳措施： 1.經常性宣導與教育，使全體員工均能瞭解本公司之環境管理系統的規定與要求。本集團每年至少召開環境管理審查會議一次。 2.推動資源回收及實施綠色採購。 3.於全台營運據點安裝iEN智能節能服務設備，每月檢視用電量，若有異常情形即時改善。 4.長期宣導多爬樓梯代替坐電梯，既運動又省電，以節省停靠及開關門之耗能。 5.規定辦公室空調溫度設定平均溫度不可低於26度C。 6.日照處裝設遮陽窗簾，減少太陽輻射熱。 7.宣導長時間不用的OA設備拔掉插頭，離開辦公室，隨手關燈及冷氣。 8.事務機器及個人電腦設定自動進入待機省電模式。 9.採用感應式水龍頭節省用水 10.分公司同仁採用視訊會議，節省人員往返之交通耗能。 11.內、外部公文往返以電子公文線上簽核替代，以減少紙張及碳粉的使用。,(二)企業溫室氣體排放量減量目標,本公司每年由BSI英國標準協會辦理ISO 14064-1溫室氣體盤查數據查驗，未來將持續統計全公司每年度溫室氣體排放量，依照排放量變化情形制定減碳政策，以五年內總排放量減低1%為目標。,(三)企業溫室氣體排放量減量之預算與計畫,本公司積極實施綠色採購，於107年起，每年購買5萬度再生能源憑證，並於111年3月份完成台中分公司綠色電力供電，為全台期貨商首間100%綠色電力營運據點。將持續購維持購買各項環保紙張用品，並配合集團政策購買再生能源憑證與推行各項ISO認證與環保計畫。,(四)企業產品或服務帶給客戶或消費者之減碳效果,本公司提倡網路交易平台、電子對帳單等便利及無紙化之金融服務，以有效減少客戶往返之交通耗能及紙張的使用，本公司與客戶均共同投注心力於環保與節能減碳，以善盡企業社會責任。
6026,福邦證,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司對國內外有關溫室氣體排放之相關法令、協議等規範甚為關注，觀察國內外相關規範有漸趨嚴格的傾向，除要求企業定期揭露溫室氣體排放量外， 亦要求限制或逐年減少排放量。本公司屬證券業，並無直接溫室氣體排放項目，為了提供優質的工作環境、完善的營業場地及資訊設施，主要使用能源為電力，屬於間接溫室氣體排放。 本公司已遵循法令、配合2050淨零排放的國際趨勢，推行減量政策及節能減碳方案，未來本公司將持續關注相關法規之變化，以及早因應，減少相關風險。,(二)企業受氣候變遷之實質風險,因全球暖化對於金融市場運作的相關設備造成威脅，本公司對於此類風險已採取多項防範措施， 包括：投保商業火險、公共意外險及資訊電子設備險等，並於各營業據點定期維護消防、監視與電力備援設備等，以控制突發之氣候風險，用以降低公司營運及設備損失。,(三)氣候變遷提供企業之機會,近年來來產、官、學各界開始體認及重視「節能減碳」對環境保護的重要，未來產業結構也將逐步朝低碳產業發展，而本公司也將配合國家政策，審視本公司每年度碳排放量，以各種可行之途徑增強減碳績效。 基於本公司為證券業，凡可提升能源效率及減少能源耗用之議題，均為本公司所高度關切，希望在公司發展之餘，對環境保護也能盡一份心力。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,110年度評本公司含新竹分公司所擁有或控制的排放源。 範疇一:42.03公噸CO2e； 範疇二:210.91公噸CO2e； 合計共252.94公噸CO2e。 註1:範疇一以公司汽車油耗*換算排碳係數，範疇二以公司用電度數*換算排碳係數。 註2:溫室氣體排放量係本公司參照環保署溫室氣體排放係數管理表6.0.4版換算，無外部驗證。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司長期關注環境之永續發展，對於溫室氣體管理之策略為推廣環保及落實節能減碳措施： 1.經常性宣導與教育，使全體員工均能瞭解本公司之環境管理系統的規定與要求。 2.推動資源回收及實施綠色採購。 3.於全台營運據點安裝iEN智能節能服務設備，每月檢視用電量，若有異常情形即時改善。 4.長期宣導多爬樓梯代替坐電梯，既運動又省電，以節省停靠及開關門之耗能。 5.規定辦公室空調溫度設定平均溫度不可低於26度C。 6.日照處裝設遮陽窗簾，減少太陽輻射熱。 7.宣導長時間不用的OA設備拔掉插頭，離開辦公室，隨手關燈及冷氣。 8.事務機器及個人電腦設定自動進入待機省電模式。 9.分公司同仁採用視訊會議，節省人員往返之交通耗能。 10.內、外部公文往返，逐步以電子公文線上簽核替代，以減少紙張及碳粉的使用。 待2022年完成溫室氣體盤查，子解直接與間接排量之結構，將進一步針對排放熱點規劃管理策略。,(二)企業溫室氣體排放量減量目標,未來將優先購置符合節能標章或同等級高效率之水、電器具或設備產品，效率較低之老舊空調及耗水設備將逐步汰舊換新。密切掌握每期用水、用電之費用，發現異常增加時，即追蹤發生的原因，並即時檢討改善。未來亦將持續統計全公司每年度溫室氣體排放量，依照排放量變化情形制定減碳政策，以五年內總排放量減低1%為目標。,(三)企業溫室氣體排放量減量之預算與計畫,已著手推動無紙化作業，待2022年完成溫室氣體盤查，了解直接與間接溫室氣體排放量之結構之後，將依成本及可行性評估，制定更為積極之溫室氣體排放量減量計畫與目標。,(四)企業產品或服務帶給客戶或消費者之減碳效果,1、推動各項業務E化，增加電子交易比重、減少實體帳單寄送，以減少紙張使用量。 2、與廠商簽訂之新工程或採購合約訂有社會責任條款，若違反企業社會責任相關規範，對環境與社會有顯著影響，或供應商對勞工工作實務有顯著潛在的負面衝擊時，經本公司認定事實明確，將終止合約並拒絕來。 3、本公司將秉持一貫善盡企業社會責任之理念，積極提供綠色證券金融服務，加強輔導有意進入資本市場的企業改進生產設備及流程、建置再生能源及環保節能系統、擴大綠能產品量產。 本公司與客戶均共同投注心力於環保與節能減碳，以善盡企業社會責任。
6101,寬魚國際,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,未依法規規定執行所產生之罰款,(二)企業受氣候變遷之實質風險,評估中，暫無此資訊,(三)氣候變遷提供企業之機會,評估中，暫無此資訊,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,暫無執行溫室氣體排放量統計,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,暫無相關之因應策略,(二)企業溫室氣體排放量減量目標,暫無溫室氣體排放量之統計資訊，故尚無訂定減量目標,(三)企業溫室氣體排放量減量之預算與計畫,本公司主要影響溫室氣體來源為辦公室用電，除持續推行能源節約措施，尚無訂定預算與計畫。,(四)企業產品或服務帶給客戶或消費者之減碳效果,本公司主要經營之業務係與電影、藝人演藝活動相關之文創事業，無工廠及生產製造之場域與行 為，主要影響溫室氣體來源為辦公室之用電，不會產生嚴重汙染環境之廢棄物，對環境保護情形 應屬良好。
6103,合邦,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,,(二)企業受氣候變遷之實質風險,,(三)氣候變遷提供企業之機會,,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,研議中,(二)企業溫室氣體排放量減量目標,研議中,(三)企業溫室氣體排放量減量之預算與計畫,研議中,(四)企業產品或服務帶給客戶或消費者之減碳效果,
6104,創惟,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司不屬於溫室氣體排放量較高的能源密集性產業， 因此不會直接受到氣候變遷相關法規規範之風險。但本 公司也將持續關注國內外法規制定及趨勢，提早做好因 應措施，逐步減量溫室氣體排放，以降低法規規範之風 險。,(二)企業受氣候變遷之實質風險,溫室效應造成地球暖化所發生之極端氣候，將導致天災 發生頻率及嚴重性增高，遭受災害可能因停水停電造成 停班，間接增加本公司營運費用。,(三)氣候變遷提供企業之機會,為因應環境汙染造成的氣候變遷，本公司持續進行簽核 表單電子化，以降低紙張使用，朝無紙化的目標邁進， 有效改善溫室氣體排放量及降低公司營運成本。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,盤查範疇:台北辦公室 盤查日期:110年1月1日至12月31日 間接排放總量計：426.657公噸(資料來源：110年度台電 用電量總和) 外部驗證:無,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,節能減碳計畫以節約用電為主，從設計源頭便開始進行環 境衝擊考量並採用綠色設計，從原物料之生產至產品廢棄 後的處理等過程對環境所造成衝擊均納入考量。,(二)企業溫室氣體排放量減量目標,由於公司碳排放源主要來自於空調、辦公室照明與研發設 備儀器需求的電力，將持續宣導與推動節能方案，減少不 必要的浪費。,(三)企業溫室氣體排放量減量之預算與計畫,宣導員工養成隨手關燈、關閉電源之習慣、不定期節能巡查 、鼓勵同仁上下樓層改走樓梯，閒置區域照明、空調關閉， 以降低電力使用與二氧化碳排放量，並逐年編列預算汰換照 明為節能燈具。,(四)企業產品或服務帶給客戶或消費者之減碳效果,創惟科技本業是IC設計，位屬產品鏈的最前端，主要合作夥伴 ，包含晶圓製造、封裝、測試廠…等，管理系統具備 ISO9001 (品質管理系統)及ISO14001(環境管理系統)合格認證，堅持確 保所有的生產材料及製程材料物質均依循歐盟RoHS/REACH 等國 際環保指令和客戶綠色產品有害物質規範之要求。本公司秉持 ISO14001環境政策及指導方針進行生產管控，以減少碳足跡及各 種能源的損耗，提供客戶符合國際法規之綠色產品並降低對環境 之衝擊。
6109,亞元,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,,(二)企業受氣候變遷之實質風險,,(三)氣候變遷提供企業之機會,,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,根據經濟部能源局電力排放系數計算，110年Co2排放量分別約為72.24公噸，主要排放源皆為外購電力，屬間接能源排放。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司溫室氣體排放屬於間接排放型態，電力及水使用之二氣化碳排放為本公司主要溫室氣 體排放來源，因此電力與水的節能減碳之優先目標。,(二)企業溫室氣體排放量減量目標,本公司致力於節能環保目標，目前針對電力能源之減量來降低間接排放之溫室氣體數量，期望能達成每年較上一年溫室氣體排放量逐年減少。,(三)企業溫室氣體排放量減量之預算與計畫,其主要實際措施為宣導員工養成隨手關燈、關閉電源之習慣、空調全部最低為26度，定期節能巡查、廢紙回收再利用，燈管減量、申請表單E化等，並不定期向同仁宣導節能環保之重要性。,(四)企業產品或服務帶給客戶或消費者之減碳效果,
6111,大宇資,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,,(二)企業受氣候變遷之實質風險,,(三)氣候變遷提供企業之機會,,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,,(二)企業溫室氣體排放量減量目標,,(三)企業溫室氣體排放量減量之預算與計畫,,(四)企業產品或服務帶給客戶或消費者之減碳效果,
6122,擎邦,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,目前工程服務產業尚未列於國內外相關法規之規範對象，但本公司仍須持續關注相關議題，並針對核心業務將企業社會責任、永續思維與經營發展策略結合，提昇加值創新業務及環境能源、永續發展、循環經濟等相關領域之拓展。,(二)企業受氣候變遷之實質風險,隨著國內外社會對於氣候變遷與環境問題日益關注，客戶更加重視擎邦是否能提供綠能、節能、環保、循環經濟等相關技術服務支援。若無法滿足客戶需求時，將影響本公司之營運績效及競爭力；另因為氣候變遷之故，近幾年極端氣候情況屢屢發生，亦可能造成水資源短缺、原物料供應中斷或延遲及突發特殊傳染病等，這些都會衝擊供應鏈及協力廠商、增加採發成本、延宕工程工期，甚至造成工程財產損失或人員傷亡意外事故等風險。,(三)氣候變遷提供企業之機會,本公司之核心業務領域為產業廠房之機電與營造工程，專注於製程優化、智慧智能製造之產線製程規劃、整廠設備智動化及智慧綠建築等相關領域；且於工程設計中導入各種智慧化措施及創新服務，協助業主提昇生產效率、降低建廠成本及達到節能減碳、減少排廢之目標。另本公司亦持續投入工業4.0及AI人工智慧相關領域，配合政府推動綠能政策、永續發展趨勢及ESG議題，並關注能源多元化、綠電等經濟發展趨勢。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,本公司已開始籌備並藉由外部顧問協助盤查營運總部及施工所之排放量，未來將持續配合政府政策依法執行，並規畫將通過外部驗證列為下一階段目標。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,1.於設計階段即將循環經濟模式納入考量，包括智能設計、綠色採購、綠色工法及回收再利用，以提升效率、落實節能減碳及減少環境衝擊，另本公司亦極力爭取參與綠電工程、環保工程、綠建築等項目。 2.持續關注研究新技術、新工法、新材料設備，並於工程設計及工程施工過程中導入3D/BIM繪製減少材料耗損。 3.於公司內部實施各項節能減碳措施，包含老舊耗能故障冷氣機進行提昇維護或汰舊換新、照明以感應式燈光更換為LED燈具、空調以定時開關時段調控溫度控制、用紙以 雙面印刷使用回收紙用量控管、辦公大樓垃圾進行分類回收、更換變頻式家電、加強宣導電腦設備與家電關機、工地工務所空調溫度與時間控管及冷氣與電扇交替搭配使用、公務車逐步將現有之汽柴油車轉換成純電動車及導入ERP系統推動全面e化作業。,(二)企業溫室氣體排放量減量目標,本公司已開始籌備並藉由外部顧問協助盤查營運總部及施工所之排放量，未來將針對電與水之減量來降低間接排放之溫室氣體數量，具體減量目標將於盤查完成後，並經董事會通過後訂定。,(三)企業溫室氣體排放量減量之預算與計畫,本公司已開始籌備並藉由外部顧問協助盤查營運總部及施工所之排放量，未來將針對電與水之減量來降低間接排放之溫室氣體數量，具體預算與計畫目標將於盤查完成後，並經董事會通過後訂定。,(四)企業產品或服務帶給客戶或消費者之減碳效果,本公司長期關注永續發展趨勢及ESG(環境、社會、公司治理)議題，持續推動循環經濟，以核心能力設計與建造工程上之循環經濟模式，並努力爭取參與綠電工程、環保工程、綠建築等項目，歷年具體工程實績有：台南歷史博物館光電雲牆工程(195KW/綠電)、麥電FP2增設MGGH&WESP機械大包工程(環保)、中鋼高雄#6鍋爐脫硝設備改造工程(環保)、美國化學集團亨斯邁之觀音廠擴廠工程(環保及循環經濟)、台中國際會展中心一期及二期工程(綠建築)、台中市新市政中心市政府大樓新建工程案(綠建築)、、等。同時也導入ISO-14001環境管理系統並與ISO-45001職業安全衛生管理系統結合，於工程設計、採購、運輸、施工、運轉、保固、拆卸等階段，都加入對於工程生命週期觀點的環境風險因素考量。 本公司所建置工廠、廠辦及各式建築之實績，遍佈各項產業，除運用本公司所擅長之機電系統整合專業，並於工程設計及工程施工過程中導入3D/BIM繪製減少材料耗損，亦納入能源管理、設備聯網、智能工廠等專業技術服務，成功將循環經濟與社會責任和環境保護相結合。未來對於承攬石化及工業建廠統包工程、高科技廠房興建工程及捷運工程之機電系統整合工程等各項相關案件時，亦會將ESG議題納入去積極爭取對循環經濟與環保相關之標案，以利本公司對環保愛地球積極地盡一份心力。
6126,信音,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司非屬「溫室氣體減量及管理法」公告之「第一批應盤查登錄溫室氣體排放量之排放源」，無違反法規規範的風險。但仍將持續關注國內外法規變化，了解法規變化趨勢，做好因應準備。,(二)企業受氣候變遷之實質風險,"(1)溫室氣體排放價格增加 (2)產品與服務被低碳技術所取代 (3)轉型至低碳經濟之成本 (4)平均溫度升高, 天災疫情不可控，影響安全營運與客戶服務",(三)氣候變遷提供企業之機會,(1)促進集團關注能源使用管理及績效表現 (2)促進研發單位對材料技術轉型於低碳供應鏈的開發進程 (3)成為業界首選的連接器廠商 (4)關注溫室氣體排放抵銷項目的擴大參與,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,"本公司尚未通過外部驗證。重要子公司信音電子(中國)蘇州廠區通過 SGS ISO 14064 溫室氣體盤查報告(盤查範疇1,範疇2,首次取得為2014年度, 最近一次取得2020年度,2021年度盤查報告進行中) 本公司部分子公司尚未通過外部驗證。",二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,"公司持續執行綠色生產品質營運、綠色採購、設備高效能源管理措施、再生原料及低碳材料供應鏈的轉型研發構建,推動各項能源減量措施使能源使用效率最佳化",(二)企業溫室氣體排放量減量目標,"以前一年為基準,減量1%為目標",(三)企業溫室氣體排放量減量之預算與計畫,"持續推動高效設備節電與再生能源太陽能發電裝置。重要子公司110年分季完成廠區LED照明燈使用率由20% 提升至90%, 高效能空壓機汰舊換新, 高效能高低壓變壓器更新, 空調設施汰舊換新及廠區屋頂新置太陽能發電設備等，評估未來年度將持續節能績效。",(四)企業產品或服務帶給客戶或消費者之減碳效果,目前未對服務於產品進行碳盤查，先對廠內排碳量做減量為基礎。公司執行綠色生產品質營運、綠色採購、設備高效能源管理措施、再生原料及低碳材料供應鏈帶給客戶減碳效果。
6130,星寶國際,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,"本公司尚不屬於環保署規範之「溫室氣體減量及管理法」所規範之對象, 但近年內因應國際及政府機關要求實施溫室氣體盤查與查證，必須及早因應。",(二)企業受氣候變遷之實質風險,氣候變遷可能造成氣候異常、高溫、缺水、缺電，皆可能導致損失及增加相關營運成本。,(三)氣候變遷提供企業之機會,無相關機會,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,"公司過去兩年電度換算溫室氣體排放量為自行計算,未通過外部驗證  109年度全年:8,025kg  110年度全年:7,697kg",二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司溫室氣體排放主要為間接排放，排放源主要來自空調、設備與照明需求的電力。氣候變遷對全球環境的衝擊日趨顯著，本公司遵守環保法規要求，持續推動節能減碳措施，永續經營，善盡企業責任。 1.推動並落實節能減碳措施，並對員工、供應商、客戶及其他利害關係人傳達政策。 2.加強宣導，鼓勵所有員工養成節約能源、資源的習慣。 3.適時關閉無人區域照明設備，午休時間辦公區關燈節能。 4.減少紙張使用量。,(二)企業溫室氣體排放量減量目標,110年較109年減少約4%之碳排放量，公司教育人員使用室內空調之溫度標準，以達節能減碳目的，期望每年可以降低1-2%之氣體排放量。,(三)企業溫室氣體排放量減量之預算與計畫,無統計數據可茲研擬,(四)企業產品或服務帶給客戶或消費者之減碳效果,無統計數據可茲研擬
